#cpu 33:57.19 total
run, score, built
560, 0.277778, -
561, 0.277778, -
562, 0.277778, -
563, 0.277778, -
564, 0.277778, -
565, 0.277778, -
566, 0.277778, -
567, 0.277778, -
568, 0.277778, -
569, 0.277778, -
570, 0.277778, -
571, 0.277778, -
572, 0.277778, -
573, 0.277778, -
574, 0.277778, -
575, 0.277778, -
576, 0.277778, -
577, 0.277778, -
578, 0.277778, -
579, 0.277778, -
580, 0.277778, -
581, 0.277778, -
582, 0.277778, -
583, 0.277778, -
584, 0.277778, -
585, 0.277778, -
586, 0.277778, -
587, 0.277778, -
588, 0.277778, -
589, 0.277778, -
590, 0.277778, -
591, 0.277778, -
592, 0.277778, -
593, 0.277778, -
594, 0.277778, -
595, 0.277778, -
596, 0.277778, -
597, 0.277778, -
598, 0.277778, -
599, 0.277778, -
600, 0.277778, -
601, 0.277778, -
602, 0.277778, -
603, 0.277778, -
604, 0.277778, -
605, 0.277778, -
606, 0.277778, -
607, 0.277778, -
608, 0.277778, -
609, 0.277778, -
610, 0.277778, -
611, 0.277778, -
612, 0.277778, -
613, 0.277778, -
614, 0.277778, -
615, 0.277778, -
616, 0.277778, -
617, 0.277778, -
618, 0.277778, -
619, 0.277778, -
620, 0.277778, -
621, 0.277778, -
622, 0.277778, -
623, 0.277778, -
624, 0.277778, -
625, 0.277778, -
626, 0.277778, -
627, 0.277778, -
628, 0.277778, -
629, 0.277778, -
630, 0.277778, -
631, 0.277778, -
632, 0.277778, -
633, 0.277778, -
634, 0.277778, -
635, 0.277778, -
636, 0.277778, -
637, 0.277778, -
638, 0.277778, -
639, 0.277778, -
640, 0.277778, -
641, 0.277778, -
642, 0.277778, -
643, 0.277778, -
644, 0.277778, -
645, 0.277778, -
646, 0.277778, -
647, 0.277778, -
648, 0.277778, -
649, 0.277778, -
649, 0.277778, -
651, 0.277778, -
652, 0.277778, -
653, 0.277778, -
654, 0.277778, -
655, 0.277778, -
656, 0.277778, -
657, 0.277778, -
658, 0.277778, -
659, 0.277778, -
660, 0.277778, -
661, 0.277778, -
662, 0.277778, -
663, 0.277778, -
664, 0.277778, -
665, 0.277778, -
666, 0.277778, -
667, 0.277778, -
668, 0.277778, -
669, 0.277778, -
670, 0.277778, -
671, 0.277778, -
672, 0.277778, -
673, 0.277778, -
674, 0.277778, -
675, 0.277778, -
676, 0.277778, -
677, 0.277778, -
678, 0.277778, -
679, 0.277778, -
680, 0.277778, -
681, 0.277778, -
682, 0.277778, -
683, 0.277778, -
684, 0.277778, -
684, 0.277778, -
686, 0.277778, -
687, 0.277778, -
688, 0.277778, -
689, 0.277778, -
690, 0.277778, -
691, 0.277778, -
692, 0.277778, -
693, 0.277778, -
694, 0.277778, -
695, 0.277778, -
696, 0.277778, -
697, 0.277778, -
698, 0.277778, -
699, 0.277778, -
700, 0.277778, -
701, 0.277778, -
702, 0.277778, -
703, 0.277778, -
704, 0.277778, -
705, 0.277778, -
706, 0.277778, -
707, 0.277778, -
708, 0.277778, -
709, 0.277778, -
710, 0.277778, -
711, 0.277778, -
712, 0.277778, -
713, 0.277778, -
714, 0.277778, -
715, 0.277778, -
716, 0.277778, -
717, 0.277778, -
718, 0.277778, -
719, 0.277778, -
720, 0.277778, -
721, 0.277778, -
722, 0.277778, -
