#cpu 34:58.31 total
run, score, built
1303, 0.833333, -
1304, 0.833333, -
1305, 0.833333, -
1306, 0.833333, -
1307, 0.833333, -
1308, 0.833333, -
1309, 0.833333, -
1310, 0.833333, -
1311, 0.833333, -
1312, 0.833333, -
1313, 0.833333, -
1314, 0.833333, -
1315, 0.833333, -
1316, 0.833333, -
1317, 0.833333, -
1318, 0.833333, -
1319, 0.833333, -
1320, 0.833333, -
1321, 0.833333, -
1322, 0.833333, -
1323, 0.833333, -
1324, 0.833333, -
1325, 0.833333, -
1326, 0.833333, -
1327, 0.833333, -
1328, 0.833333, -
1329, 0.833333, -
1330, 0.833333, -
1331, 0.833333, -
1332, 0.833333, -
1333, 0.833333, -
1334, 0.833333, -
1335, 0.833333, -
1336, 0.833333, -
1337, 0.833333, -
1338, 0.833333, -
1339, 0.833333, -
1340, 0.833333, -
1341, 0.833333, -
1342, 0.833333, -
1343, 0.833333, -
1344, 0.833333, -
1345, 0.833333, -
1346, 0.833333, -
1347, 0.833333, -
1348, 0.833333, -
1349, 0.833333, -
1350, 0.833333, -
1351, 0.833333, -
1352, 0.833333, -
1353, 0.833333, -
1354, 0.833333, -
1355, 0.833333, -
1356, 0.833333, -
1357, 0.833333, -
1358, 0.833333, -
1359, 0.833333, -
1360, 0.833333, -
1361, 0.833333, -
1362, 0.833333, -
1363, 0.833333, -
1364, 0.769231, Rebuilt
1365, 0.909091, -
1366, 0.833333, -
1367, 0.833333, -
1368, 0.833333, -
1369, 0.833333, -
1370, 0.833333, -
1371, 0.833333, -
1372, 0.833333, -
1373, 0.833333, -
1374, 0.833333, -
1375, 0.833333, -
1376, 0.833333, -
1377, 0.833333, -
1378, 0.833333, -
1379, 0.833333, -
1380, 0.833333, -
1381, 0.833333, -
1382, 0.833333, -
1383, 0.833333, -
1384, 0.833333, -
1385, 0.833333, -
1385, 0.833333, -
1387, 0.833333, -
1388, 0.833333, -
1389, 0.833333, -
1390, 0.833333, -
1391, 0.833333, -
1392, 0.833333, -
1393, 0.833333, -
1394, 0.833333, -
1395, 0.833333, -
1396, 0.833333, -
1397, 0.833333, -
1398, 0.833333, -
1399, 0.833333, -
1400, 0.833333, -
1401, 0.833333, -
1402, 0.833333, -
1403, 0.833333, -
1404, 0.833333, -
1405, 0.833333, -
1406, 0.833333, -
1407, 0.833333, -
1408, 0.833333, -
1409, 0.833333, -
1410, 0.833333, -
1411, 0.833333, -
1412, 0.833333, -
1413, 0.833333, -
1414, 0.833333, -
1415, 0.833333, -
1416, 0.833333, -
1417, 0.833333, -
1418, 0.833333, -
1419, 0.769231, Rebuilt
1420, 0.909091, -
1421, 0.909091, -
1422, 0.833333, -
1423, 0.833333, -
1424, 0.833333, -
1425, 0.833333, -
1426, 0.833333, -
1427, 0.833333, -
1428, 0.833333, -
1429, 0.833333, -
1430, 0.833333, -
1431, 0.833333, -
1432, 0.833333, -
1433, 0.833333, -
1434, 0.833333, -
1435, 0.833333, -
1436, 0.833333, -
1437, 0.833333, -
1438, 0.833333, -
1439, 0.833333, -
1440, 0.833333, -
1441, 0.833333, -
1442, 0.833333, -
1443, 0.833333, -
1444, 0.833333, -
1445, 0.833333, -
1446, 0.833333, -
1447, 0.833333, -
1448, 0.769231, Rebuilt
1449, 0.909091, -
1450, 0.833333, -
1451, 0.833333, -
1452, 0.833333, -
1453, 0.833333, -
1454, 0.833333, -
1455, 0.833333, -
1456, 0.833333, -
1457, 0.833333, -
1458, 0.833333, -
1459, 0.833333, -
1460, 0.833333, -
1461, 0.833333, -
1462, 0.833333, -
1463, 0.833333, -
1464, 0.833333, -
1465, 0.833333, -
1466, 0.833333, -
1467, 0.833333, -
1468, 0.833333, -
1469, 0.833333, -
1470, 0.833333, -
1471, 0.833333, -
1472, 0.833333, -
1473, 0.833333, -
1474, 0.833333, -
1475, 0.833333, -
1476, 0.833333, -
1477, 0.833333, -
1478, 0.833333, -
1479, 0.833333, -
1480, 0.769231, Rebuilt
1481, 0.833333, -
1482, 0.833333, -
1483, 0.833333, -
1484, 0.833333, -
1485, 0.833333, -
1486, 0.833333, -
1487, 0.833333, -
1488, 0.833333, -
1489, 0.833333, -
1490, 0.833333, -
1491, 0.833333, -
1492, 0.833333, -
1493, 0.833333, -
1494, 0.833333, -
1495, 0.833333, -
1496, 0.833333, -
1497, 0.833333, -
1498, 0.833333, -
1499, 0.833333, -
1500, 0.833333, -
1501, 0.833333, -
1502, 0.833333, -
1503, 0.833333, -
1504, 0.833333, -
1505, 0.833333, -
1506, 0.833333, -
1507, 0.833333, -
1508, 0.833333, -
1509, 0.833333, -
1510, 0.833333, -
1511, 0.833333, -
1512, 0.833333, -
1513, 0.833333, -
1514, 0.833333, -
1515, 0.833333, -
1516, 0.833333, -
1517, 0.833333, -
1518, 0.833333, -
1519, 0.833333, -
1520, 0.833333, -
1521, 0.833333, -
1522, 0.833333, -
1522, 0.833333, -
1524, 0.833333, -
1525, 0.833333, -
1526, 0.833333, -
1527, 0.769231, Rebuilt
1528, 0.909091, -
1529, 0.909091, -
1530, 0.833333, -
1531, 0.833333, -
1532, 0.833333, -
1533, 0.833333, -
1534, 0.833333, -
1535, 0.833333, -
1536, 0.833333, -
1537, 0.833333, -
1538, 0.833333, -
1539, 0.833333, -
1540, 0.833333, -
1541, 0.833333, -
1542, 0.833333, -
1543, 0.833333, -
1544, 0.833333, -
1545, 0.833333, -
1546, 0.833333, -
1547, 0.833333, -
1548, 0.833333, -
1549, 0.833333, -
1550, 0.833333, -
1551, 0.833333, -
1552, 0.833333, -
1553, 0.833333, -
1554, 0.833333, -
1555, 0.833333, -
1556, 0.833333, -
1557, 0.833333, -
1558, 0.833333, -
1559, 0.833333, -
1560, 0.833333, -
1561, 0.833333, -
1562, 0.833333, -
1563, 0.833333, -
1564, 0.833333, -
1564, 0.833333, -
1566, 0.833333, -
1567, 0.833333, -
1568, 0.833333, -
1569, 0.833333, -
1570, 0.769231, Rebuilt
1570, 0.909091, -
1572, 0.833333, -
1572, 0.833333, -
1574, 0.833333, -
1575, 0.833333, -
1576, 0.833333, -
1577, 0.833333, -
1578, 0.833333, -
1579, 0.833333, -
1580, 0.833333, -
1581, 0.833333, -
1582, 0.833333, -
1583, 0.833333, -
1584, 0.833333, -
1585, 0.833333, -
1586, 0.833333, -
1587, 0.833333, -
1588, 0.833333, -
1589, 0.833333, -
1590, 0.833333, -
1591, 0.833333, -
1592, 0.833333, -
1593, 0.833333, -
1594, 0.833333, -
1595, 0.833333, -
1596, 0.833333, -
1597, 0.833333, -
1598, 0.833333, -
1599, 0.833333, -
1600, 0.833333, -
1601, 0.833333, -
1602, 0.833333, -
1603, 0.833333, -
1604, 0.833333, -
1605, 0.833333, -
1606, 0.833333, -
1607, 0.833333, -
1608, 0.833333, -
1609, 0.833333, -
1610, 0.833333, -
1611, 0.833333, -
1612, 0.833333, -
1613, 0.833333, -
1614, 0.833333, -
1615, 0.833333, -
1616, 0.833333, -
1617, 0.833333, -
1618, 0.833333, -
1619, 0.833333, -
1620, 0.833333, -
1621, 0.833333, -
1622, 0.833333, -
1623, 0.833333, -
1624, 0.833333, -
1625, 0.833333, -
1626, 0.833333, -
1627, 0.833333, -
1628, 0.833333, -
1629, 0.833333, -
1630, 0.833333, -
1631, 0.833333, -
1632, 0.833333, -
1633, 0.833333, -
1634, 0.833333, -
1635, 0.833333, -
1636, 0.833333, -
1637, 0.833333, -
1638, 0.833333, -
1639, 0.833333, -
1640, 0.833333, -
1641, 0.833333, -
1642, 0.769231, Rebuilt
1643, 0.909091, -
1644, 0.909091, -
1645, 0.909091, -
1646, 0.833333, -
1647, 0.833333, -
1648, 0.833333, -
1649, 0.833333, -
1650, 0.833333, -
1651, 0.833333, -
1652, 0.833333, -
1653, 0.833333, -
1654, 0.833333, -
1655, 0.833333, -
1656, 0.833333, -
1657, 0.833333, -
1658, 0.833333, -
1659, 0.833333, -
1660, 0.833333, -
1661, 0.833333, -
1662, 0.833333, -
1663, 0.833333, -
1664, 0.833333, -
1665, 0.833333, -
1666, 0.833333, -
1667, 0.833333, -
1668, 0.833333, -
1669, 0.833333, -
1670, 0.833333, -
1671, 0.769231, Rebuilt
1672, 0.833333, -
1673, 0.833333, -
1674, 0.833333, -
1675, 0.833333, -
1676, 0.833333, -
1677, 0.833333, -
1678, 0.833333, -
1679, 0.833333, -
1680, 0.833333, -
1681, 0.833333, -
1682, 0.833333, -
1683, 0.833333, -
1684, 0.833333, -
1685, 0.833333, -
1686, 0.833333, -
1687, 0.833333, -
1688, 0.833333, -
1689, 0.833333, -
1690, 0.833333, -
1691, 0.833333, -
1692, 0.833333, -
1693, 0.833333, -
1694, 0.833333, -
1695, 0.833333, -
1696, 0.833333, -
1697, 0.833333, -
1698, 0.833333, -
1699, 0.833333, -
1700, 0.833333, -
1701, 0.833333, -
1702, 0.833333, -
1703, 0.833333, -
1704, 0.833333, -
1705, 0.833333, -
1706, 0.833333, -
1707, 0.833333, -
1708, 0.833333, -
1709, 0.769231, Rebuilt
1710, 0.833333, -
1711, 0.833333, -
1712, 0.833333, -
1713, 0.833333, -
1714, 0.833333, -
1715, 0.833333, -
1716, 0.833333, -
1717, 0.833333, -
1718, 0.833333, -
1719, 0.833333, -
1720, 0.833333, -
1721, 0.833333, -
1722, 0.833333, -
1723, 0.833333, -
1724, 0.833333, -
1725, 0.833333, -
1726, 0.833333, -
1727, 0.833333, -
1728, 0.833333, -
1729, 0.833333, -
1730, 0.833333, -
1731, 0.833333, -
1732, 0.833333, -
1733, 0.833333, -
1734, 0.833333, -
1735, 0.833333, -
1736, 0.833333, -
1737, 0.833333, -
1738, 0.833333, -
1739, 0.833333, -
1740, 0.833333, -
1741, 0.833333, -
1742, 0.833333, -
1743, 0.833333, -
1744, 0.833333, -
1745, 0.833333, -
1746, 0.833333, -
1747, 0.833333, -
1748, 0.833333, -
1749, 0.833333, -
1750, 0.833333, -
1751, 0.833333, -
1751, 0.833333, -
1753, 0.833333, -
1754, 0.833333, -
1755, 0.833333, -
1756, 0.833333, -
1757, 0.833333, -
1758, 0.833333, -
1759, 0.833333, -
1760, 0.833333, -
1761, 0.833333, -
1762, 0.833333, -
1763, 0.833333, -
1764, 0.833333, -
1765, 0.833333, -
1766, 0.833333, -
1767, 0.833333, -
1768, 0.833333, -
1769, 0.833333, -
1770, 0.833333, -
1771, 0.833333, -
1772, 0.833333, -
1773, 0.833333, -
1774, 0.833333, -
1775, 0.833333, -
1776, 0.833333, -
1777, 0.769231, Rebuilt
1778, 0.909091, -
1779, 0.833333, -
1780, 0.833333, -
1781, 0.833333, -
1782, 0.833333, -
1783, 0.833333, -
1784, 0.833333, -
1785, 0.833333, -
1786, 0.833333, -
1787, 0.833333, -
1788, 0.833333, -
1789, 0.833333, -
1790, 0.833333, -
1791, 0.833333, -
1792, 0.833333, -
1793, 0.833333, -
1794, 0.833333, -
1795, 0.833333, -
1796, 0.833333, -
1797, 0.833333, -
1798, 0.769231, Rebuilt
1799, 0.833333, -
1800, 0.833333, -
1801, 0.833333, -
1802, 0.833333, -
1803, 0.833333, -
1804, 0.833333, -
1805, 0.833333, -
1806, 0.833333, -
1807, 0.833333, -
1808, 0.833333, -
1809, 0.833333, -
1810, 0.833333, -
1811, 0.833333, -
1812, 0.833333, -
1813, 0.833333, -
1814, 0.833333, -
1815, 0.833333, -
1816, 0.833333, -
1817, 0.833333, -
1818, 0.833333, -
1819, 0.833333, -
1820, 0.833333, -
1821, 0.833333, -
1822, 0.833333, -
1823, 0.833333, -
1824, 0.833333, -
1825, 0.833333, -
1826, 0.833333, -
1827, 0.833333, -
1828, 0.833333, -
1829, 0.833333, -
1830, 0.833333, -
1831, 0.833333, -
1832, 0.833333, -
1833, 0.833333, -
1834, 0.833333, -
1835, 0.833333, -
1836, 0.833333, -
1837, 0.833333, -
1838, 0.833333, -
1839, 0.833333, -
1840, 0.833333, -
1841, 0.833333, -
1842, 0.833333, -
1843, 0.833333, -
1844, 0.833333, -
1845, 0.833333, -
1846, 0.833333, -
1847, 0.833333, -
1848, 0.833333, -
1849, 0.769231, Rebuilt
1850, 0.833333, -
1851, 0.833333, -
1852, 0.833333, -
1853, 0.833333, -
1854, 0.833333, -
1855, 0.833333, -
1856, 0.833333, -
1857, 0.833333, -
1858, 0.833333, -
1859, 0.833333, -
1860, 0.833333, -
1861, 0.833333, -
1862, 0.833333, -
1863, 0.833333, -
1864, 0.833333, -
1865, 0.833333, -
1866, 0.833333, -
1867, 0.833333, -
1868, 0.833333, -
1869, 0.833333, -
1870, 0.833333, -
1871, 0.833333, -
1872, 0.833333, -
1873, 0.833333, -
1874, 0.833333, -
1875, 0.833333, -
1876, 0.833333, -
1877, 0.833333, -
1878, 0.833333, -
1879, 0.833333, -
1880, 0.833333, -
1881, 0.833333, -
1882, 0.833333, -
1883, 0.833333, -
1884, 0.833333, -
1885, 0.833333, -
1885, 0.833333, -
1887, 0.833333, -
1888, 0.833333, -
1889, 0.833333, -
1890, 0.833333, -
1891, 0.833333, -
1892, 0.833333, -
1893, 0.833333, -
1894, 0.833333, -
1895, 0.833333, -
1896, 0.833333, -
1897, 0.833333, -
1898, 0.833333, -
1899, 0.833333, -
1900, 0.833333, -
1901, 0.833333, -
1902, 0.833333, -
1903, 0.833333, -
1904, 0.833333, -
1905, 0.833333, -
1906, 0.833333, -
1907, 0.833333, -
1907, 0.833333, -
1909, 0.833333, -
1910, 0.833333, -
1911, 0.833333, -
1912, 0.833333, -
1913, 0.833333, -
1914, 0.833333, -
1915, 0.833333, -
1916, 0.833333, -
1917, 0.833333, -
1918, 0.769231, Rebuilt
1919, 0.833333, -
1920, 0.833333, -
1921, 0.833333, -
1922, 0.833333, -
1923, 0.833333, -
1924, 0.833333, -
1925, 0.833333, -
1926, 0.833333, -
1927, 0.833333, -
1928, 0.833333, -
1929, 0.833333, -
1930, 0.833333, -
1931, 0.833333, -
1932, 0.833333, -
1933, 0.833333, -
1934, 0.833333, -
1935, 0.833333, -
1936, 0.833333, -
1937, 0.769231, Rebuilt
1938, 0.833333, -
1939, 0.833333, -
1940, 0.833333, -
1941, 0.833333, -
1942, 0.833333, -
1943, 0.833333, -
1944, 0.833333, -
1945, 0.833333, -
1946, 0.833333, -
1947, 0.833333, -
1948, 0.833333, -
1949, 0.833333, -
1950, 0.833333, -
1951, 0.833333, -
1952, 0.833333, -
1953, 0.833333, -
1954, 0.833333, -
1955, 0.833333, -
1956, 0.833333, -
1957, 0.833333, -
1958, 0.833333, -
1959, 0.833333, -
1960, 0.769231, Rebuilt
1961, 0.833333, -
1962, 0.833333, -
1963, 0.833333, -
1964, 0.833333, -
1965, 0.833333, -
1966, 0.833333, -
1967, 0.833333, -
1968, 0.833333, -
1969, 0.833333, -
1970, 0.833333, -
1971, 0.833333, -
1972, 0.833333, -
1973, 0.833333, -
1974, 0.833333, -
1975, 0.833333, -
1976, 0.833333, -
1977, 0.833333, -
1978, 0.833333, -
1979, 0.833333, -
1980, 0.833333, -
1981, 0.833333, -
1982, 0.833333, -
1983, 0.833333, -
1984, 0.833333, -
1985, 0.833333, -
1986, 0.833333, -
1987, 0.833333, -
1988, 0.833333, -
1989, 0.833333, -
1990, 0.833333, -
1991, 0.833333, -
1992, 0.833333, -
1993, 0.833333, -
1994, 0.833333, -
1995, 0.833333, -
1996, 0.833333, -
1997, 0.833333, -
1998, 0.833333, -
1999, 0.833333, -
2000, 0.833333, -
2001, 0.833333, -
2002, 0.833333, -
2003, 0.833333, -
2004, 0.833333, -
2005, 0.833333, -
2006, 0.833333, -
2007, 0.833333, -
2008, 0.833333, -
2009, 0.833333, -
2010, 0.833333, -
2011, 0.833333, -
2012, 0.833333, -
2013, 0.833333, -
2014, 0.833333, -
2015, 0.833333, -
2016, 0.833333, -
2017, 0.833333, -
2018, 0.833333, -
2019, 0.833333, -
2020, 0.833333, -
2021, 0.833333, -
2022, 0.833333, -
2023, 0.833333, -
2024, 0.833333, -
2025, 0.833333, -
2026, 0.833333, -
2027, 0.833333, -
2028, 0.833333, -
2029, 0.833333, -
2030, 0.833333, -
2031, 0.833333, -
2032, 0.833333, -
2033, 0.833333, -
2034, 0.833333, -
2035, 0.833333, -
2036, 0.833333, -
2037, 0.833333, -
2038, 0.833333, -
2039, 0.833333, -
2040, 0.833333, -
2041, 0.833333, -
2042, 0.833333, -
2043, 0.833333, -
2044, 0.833333, -
2045, 0.833333, -
2046, 0.833333, -
2047, 0.833333, -
2048, 0.833333, -
2049, 0.833333, -
2050, 0.833333, -
2051, 0.833333, -
2052, 0.833333, -
2053, 0.833333, -
2054, 0.833333, -
2055, 0.833333, -
2056, 0.833333, -
2057, 0.833333, -
2058, 0.833333, -
2059, 0.769231, Rebuilt
2060, 0.916667, -
2061, 0.916667, -
2062, 0.916667, -
2063, 0.916667, -
2064, 0.916667, -
2065, 0.916667, -
2066, 0.916667, -
2067, 0.916667, -
2068, 0.916667, -
2069, 0.916667, -
2070, 0.916667, -
2071, 0.916667, -
2072, 0.916667, -
2073, 0.916667, -
2074, 0.916667, -
2075, 0.916667, -
2076, 0.916667, -
2077, 0.916667, -
2078, 0.916667, -
2079, 0.916667, -
2080, 0.916667, -
2081, 0.916667, -
2082, 0.916667, -
2083, 0.916667, -
2084, 0.916667, -
2085, 0.916667, -
2086, 0.916667, -
2087, 0.916667, -
2088, 0.916667, -
2089, 0.916667, -
2090, 0.916667, -
2091, 0.916667, -
2092, 0.916667, -
2093, 0.916667, -
2094, 0.916667, -
2095, 0.916667, -
2096, 0.916667, -
2097, 0.916667, -
2098, 0.916667, -
2099, 0.916667, -
2100, 0.916667, -
2101, 0.916667, -
2102, 0.916667, -
2103, 0.916667, -
2104, 0.846154, -
2105, 0.846154, -
2106, 0.846154, -
2107, 0.846154, -
2108, 0.846154, -
2109, 0.846154, -
2110, 0.846154, -
2111, 0.846154, -
2112, 0.846154, -
2113, 0.846154, -
2114, 0.846154, -
2115, 0.846154, -
2116, 0.846154, -
2116, 0.846154, -
2118, 0.846154, -
2119, 0.846154, -
2120, 0.846154, -
2121, 0.846154, -
2122, 0.846154, -
2123, 0.846154, -
2124, 0.846154, -
2125, 0.846154, -
2126, 0.846154, -
2127, 0.846154, -
2128, 0.846154, -
2129, 0.846154, -
2130, 0.846154, -
2131, 0.846154, -
2132, 0.846154, -
2133, 0.846154, -
2134, 0.846154, -
2135, 0.846154, -
2136, 0.846154, -
2137, 0.846154, -
2138, 0.846154, -
2139, 0.846154, -
2140, 0.846154, -
2141, 0.846154, -
2142, 0.846154, -
2143, 0.846154, -
2144, 0.846154, -
2145, 0.846154, -
2146, 0.846154, -
2147, 0.846154, -
2148, 0.846154, -
2149, 0.846154, -
2150, 0.846154, -
2151, 0.846154, -
2152, 0.846154, -
2153, 0.846154, -
2154, 0.846154, -
2155, 0.846154, -
2156, 0.846154, -
2157, 0.846154, -
2158, 0.846154, -
2159, 0.846154, -
2160, 0.846154, -
2161, 0.846154, -
2162, 0.846154, -
2163, 0.846154, -
2164, 0.846154, -
2165, 0.846154, -
2166, 0.846154, -
2167, 0.846154, -
2168, 0.846154, -
2169, 0.846154, -
2170, 0.846154, -
2171, 0.846154, -
2172, 0.846154, -
2173, 0.846154, -
2174, 0.846154, -
2175, 0.846154, -
2176, 0.846154, -
2177, 0.846154, -
2178, 0.846154, -
2179, 0.846154, -
2180, 0.846154, -
2181, 0.846154, -
2182, 0.846154, -
2183, 0.846154, -
2184, 0.846154, -
2185, 0.846154, -
2186, 0.846154, -
2187, 0.846154, -
2188, 0.846154, -
2189, 0.846154, -
2190, 0.846154, -
2191, 0.846154, -
2192, 0.846154, -
2193, 0.846154, -
2194, 0.846154, -
2195, 0.846154, -
2196, 0.846154, -
2197, 0.846154, -
2198, 0.846154, -
2199, 0.846154, -
2200, 0.846154, -
2201, 0.846154, -
2202, 0.846154, -
2203, 0.846154, -
2204, 0.846154, -
2205, 0.846154, -
2206, 0.846154, -
2207, 0.846154, -
2208, 0.846154, -
2209, 0.846154, -
2210, 0.846154, -
2211, 0.846154, -
2212, 0.846154, -
2213, 0.846154, -
2214, 0.846154, -
2215, 0.846154, -
2216, 0.785714, Rebuilt
2217, 0.916667, -
2218, 0.846154, -
2219, 0.846154, -
2220, 0.846154, -
2221, 0.846154, -
2222, 0.846154, -
2223, 0.846154, -
2224, 0.846154, -
2225, 0.846154, -
2226, 0.846154, -
2227, 0.846154, -
2228, 0.846154, -
2229, 0.846154, -
2230, 0.846154, -
2231, 0.846154, -
2232, 0.846154, -
2233, 0.846154, -
2234, 0.846154, -
2235, 0.846154, -
2236, 0.846154, -
2237, 0.846154, -
2238, 0.846154, -
2239, 0.846154, -
2240, 0.846154, -
2241, 0.846154, -
2242, 0.846154, -
2243, 0.846154, -
2244, 0.846154, -
2245, 0.846154, -
2246, 0.846154, -
2247, 0.846154, -
2248, 0.846154, -
2249, 0.846154, -
2250, 0.846154, -
2251, 0.846154, -
2252, 0.846154, -
2253, 0.846154, -
2254, 0.846154, -
2255, 0.846154, -
2256, 0.846154, -
2257, 0.846154, -
2258, 0.846154, -
2259, 0.846154, -
2260, 0.846154, -
2261, 0.846154, -
2262, 0.846154, -
2263, 0.846154, -
2264, 0.846154, -
2265, 0.846154, -
2266, 0.846154, -
2267, 0.846154, -
2268, 0.846154, -
2269, 0.846154, -
2270, 0.846154, -
2271, 0.846154, -
2272, 0.846154, -
2273, 0.846154, -
2274, 0.846154, -
2275, 0.846154, -
2276, 0.846154, -
2277, 0.846154, -
2278, 0.846154, -
2279, 0.846154, -
2280, 0.846154, -
2281, 0.846154, -
2282, 0.846154, -
2283, 0.846154, -
2284, 0.846154, -
2285, 0.846154, -
2286, 0.846154, -
2287, 0.846154, -
2288, 0.846154, -
2289, 0.846154, -
2290, 0.846154, -
2291, 0.846154, -
2292, 0.846154, -
2293, 0.846154, -
2294, 0.846154, -
2295, 0.846154, -
2296, 0.846154, -
2297, 0.846154, -
2298, 0.846154, -
2299, 0.846154, -
2300, 0.846154, -
2301, 0.846154, -
2302, 0.846154, -
2303, 0.846154, -
2304, 0.846154, -
2305, 0.846154, -
2306, 0.846154, -
2307, 0.846154, -
2308, 0.846154, -
2309, 0.846154, -
2310, 0.846154, -
2311, 0.846154, -
2312, 0.846154, -
2313, 0.846154, -
2314, 0.846154, -
2315, 0.846154, -
2316, 0.846154, -
2317, 0.846154, -
2318, 0.846154, -
2319, 0.846154, -
2320, 0.846154, -
2321, 0.846154, -
2322, 0.846154, -
2323, 0.846154, -
2323, 0.846154, -
2325, 0.846154, -
2326, 0.846154, -
2327, 0.846154, -
2328, 0.846154, -
2329, 0.846154, -
2330, 0.846154, -
2331, 0.846154, -
2332, 0.846154, -
2333, 0.846154, -
2334, 0.846154, -
2335, 0.846154, -
2336, 0.846154, -
2337, 0.846154, -
2338, 0.846154, -
2339, 0.846154, -
2340, 0.846154, -
2341, 0.846154, -
2342, 0.846154, -
2343, 0.846154, -
2344, 0.846154, -
2345, 0.846154, -
2346, 0.846154, -
2347, 0.846154, -
2348, 0.846154, -
2349, 0.846154, -
2350, 0.846154, -
2351, 0.846154, -
2352, 0.846154, -
2353, 0.846154, -
2354, 0.846154, -
2355, 0.846154, -
2356, 0.846154, -
2357, 0.846154, -
2358, 0.846154, -
2359, 0.846154, -
2360, 0.846154, -
2361, 0.846154, -
2362, 0.846154, -
2363, 0.846154, -
2364, 0.846154, -
2365, 0.846154, -
2366, 0.846154, -
2367, 0.846154, -
2368, 0.846154, -
2369, 0.846154, -
2370, 0.846154, -
2371, 0.846154, -
2372, 0.846154, -
2373, 0.846154, -
2374, 0.846154, -
2375, 0.846154, -
2376, 0.846154, -
2377, 0.846154, -
2378, 0.846154, -
2379, 0.846154, -
2380, 0.846154, -
2381, 0.846154, -
2382, 0.846154, -
2383, 0.846154, -
2384, 0.846154, -
2385, 0.846154, -
2386, 0.846154, -
2387, 0.846154, -
2388, 0.846154, -
2389, 0.846154, -
2390, 0.846154, -
2391, 0.846154, -
2392, 0.846154, -
2393, 0.846154, -
2394, 0.846154, -
2395, 0.846154, -
2396, 0.846154, -
2397, 0.846154, -
2398, 0.846154, -
2399, 0.846154, -
2400, 0.846154, -
2401, 0.846154, -
2402, 0.846154, -
2403, 0.846154, -
2404, 0.846154, -
2405, 0.846154, -
2406, 0.846154, -
2407, 0.846154, -
2408, 0.846154, -
2409, 0.846154, -
2410, 0.846154, -
2411, 0.846154, -
2412, 0.846154, -
2413, 0.846154, -
2414, 0.846154, -
2415, 0.846154, -
2416, 0.846154, -
2417, 0.846154, -
2418, 0.846154, -
2419, 0.846154, -
2420, 0.846154, -
2421, 0.846154, -
2422, 0.846154, -
2423, 0.846154, -
2424, 0.846154, -
2425, 0.846154, -
2426, 0.846154, -
2427, 0.846154, -
2428, 0.846154, -
2429, 0.846154, -
2430, 0.846154, -
2431, 0.846154, -
2431, 0.846154, -
2433, 0.846154, -
2434, 0.846154, -
2435, 0.846154, -
2436, 0.846154, -
2437, 0.846154, -
2438, 0.846154, -
2439, 0.846154, -
2440, 0.846154, -
2441, 0.846154, -
2442, 0.846154, -
2443, 0.846154, -
2444, 0.846154, -
2445, 0.846154, -
2446, 0.846154, -
2447, 0.846154, -
2448, 0.846154, -
2449, 0.846154, -
2450, 0.846154, -
2451, 0.846154, -
2452, 0.846154, -
2453, 0.846154, -
2454, 0.846154, -
2455, 0.846154, -
2456, 0.846154, -
2457, 0.846154, -
2458, 0.846154, -
2459, 0.846154, -
2460, 0.846154, -
2461, 0.846154, -
2462, 0.846154, -
2463, 0.846154, -
2464, 0.846154, -
2465, 0.846154, -
2466, 0.846154, -
2467, 0.846154, -
2468, 0.846154, -
2469, 0.846154, -
2470, 0.846154, -
2471, 0.846154, -
2472, 0.846154, -
2473, 0.846154, -
2474, 0.846154, -
2475, 0.846154, -
2476, 0.846154, -
2477, 0.846154, -
2478, 0.846154, -
2479, 0.846154, -
2480, 0.846154, -
2481, 0.846154, -
2482, 0.846154, -
2483, 0.846154, -
2484, 0.846154, -
2485, 0.846154, -
2486, 0.846154, -
2487, 0.846154, -
2488, 0.846154, -
2489, 0.846154, -
2489, 0.846154, -
2491, 0.846154, -
2492, 0.846154, -
2493, 0.846154, -
2494, 0.846154, -
2495, 0.846154, -
2496, 0.846154, -
2497, 0.846154, -
2498, 0.846154, -
2499, 0.846154, -
2500, 0.846154, -
2501, 0.846154, -
2502, 0.846154, -
2503, 0.846154, -
2504, 0.846154, -
2505, 0.846154, -
2506, 0.846154, -
2507, 0.846154, -
2508, 0.846154, -
2509, 0.846154, -
2510, 0.846154, -
2511, 0.846154, -
2512, 0.846154, -
2513, 0.846154, -
2514, 0.846154, -
2515, 0.846154, -
2516, 0.846154, -
2517, 0.846154, -
2518, 0.846154, -
2519, 0.846154, -
2520, 0.846154, -
2521, 0.846154, -
2522, 0.846154, -
2523, 0.846154, -
2524, 0.846154, -
2525, 0.846154, -
2526, 0.846154, -
2527, 0.846154, -
2528, 0.846154, -
2529, 0.846154, -
2530, 0.846154, -
2531, 0.846154, -
2532, 0.846154, -
2533, 0.846154, -
2534, 0.846154, -
2535, 0.846154, -
2536, 0.846154, -
2537, 0.846154, -
2538, 0.846154, -
2539, 0.846154, -
2540, 0.846154, -
2541, 0.846154, -
2542, 0.846154, -
2543, 0.846154, -
2544, 0.846154, -
2545, 0.846154, -
2546, 0.846154, -
2547, 0.846154, -
2548, 0.846154, -
2549, 0.846154, -
2550, 0.846154, -
2551, 0.846154, -
2552, 0.846154, -
2553, 0.846154, -
2554, 0.785714, Rebuilt
2555, 0.846154, -
2556, 0.846154, -
2557, 0.846154, -
2558, 0.846154, -
2559, 0.846154, -
2560, 0.846154, -
2561, 0.846154, -
2562, 0.846154, -
2563, 0.846154, -
2563, 0.846154, -
